,asset,strike_pct,duration,util,mood,option_type,train_start_date,train_end_date
216,Gold,0.0,1,0.5,bear,put,2017-09-08,2018-09-08
217,Gold,0.0,1,0.5,bull,put,2018-08-16,2019-08-16
218,Gold,0.0,7,0.5,bear,put,2017-09-08,2018-09-08
219,Gold,0.0,7,0.5,bull,put,2018-08-16,2019-08-16
220,Gold,0.0,14,0.5,bear,put,2017-09-08,2018-09-08
221,Gold,0.0,14,0.5,bull,put,2018-08-16,2019-08-16
222,Gold,0.0,30,0.5,bear,put,2017-09-08,2018-09-08
223,Gold,0.0,30,0.5,bull,put,2018-08-16,2019-08-16
224,Gold,10.0,1,0.5,bear,put,2017-09-08,2018-09-08
225,Gold,10.0,1,0.5,bull,put,2018-08-16,2019-08-16
226,Gold,10.0,7,0.5,bear,put,2017-09-08,2018-09-08
227,Gold,10.0,7,0.5,bull,put,2018-08-16,2019-08-16
228,Gold,10.0,14,0.5,bear,put,2017-09-08,2018-09-08
229,Gold,10.0,14,0.5,bull,put,2018-08-16,2019-08-16
230,Gold,10.0,30,0.5,bear,put,2017-09-08,2018-09-08
231,Gold,10.0,30,0.5,bull,put,2018-08-16,2019-08-16
232,Gold,20.0,1,0.5,bear,put,2017-09-08,2018-09-08
233,Gold,20.0,1,0.5,bull,put,2018-08-16,2019-08-16
234,Gold,20.0,7,0.5,bear,put,2017-09-08,2018-09-08
235,Gold,20.0,7,0.5,bull,put,2018-08-16,2019-08-16
236,Gold,20.0,14,0.5,bear,put,2017-09-08,2018-09-08
237,Gold,20.0,14,0.5,bull,put,2018-08-16,2019-08-16
238,Gold,20.0,30,0.5,bear,put,2017-09-08,2018-09-08
239,Gold,20.0,30,0.5,bull,put,2018-08-16,2019-08-16
240,IOTA,-20.0,1,0.5,bear,put,2017-12-08,2018-12-08
241,IOTA,-20.0,1,0.5,bull,put,2020-04-17,2021-04-17
242,IOTA,-20.0,7,0.5,bear,put,2017-12-08,2018-12-08
243,IOTA,-20.0,7,0.5,bull,put,2020-04-17,2021-04-17
244,IOTA,-20.0,14,0.5,bear,put,2017-12-08,2018-12-08
245,IOTA,-20.0,14,0.5,bull,put,2020-04-17,2021-04-17
246,IOTA,-20.0,30,0.5,bear,put,2017-12-08,2018-12-08
247,IOTA,-20.0,30,0.5,bull,put,2020-04-17,2021-04-17
248,IOTA,-10.0,1,0.5,bear,put,2017-12-08,2018-12-08
249,IOTA,-10.0,1,0.5,bull,put,2020-04-17,2021-04-17
250,IOTA,-10.0,7,0.5,bear,put,2017-12-08,2018-12-08
251,IOTA,-10.0,7,0.5,bull,put,2020-04-17,2021-04-17
252,IOTA,-10.0,14,0.5,bear,put,2017-12-08,2018-12-08
253,IOTA,-10.0,14,0.5,bull,put,2020-04-17,2021-04-17
254,IOTA,-10.0,30,0.5,bear,put,2017-12-08,2018-12-08
255,IOTA,-10.0,30,0.5,bull,put,2020-04-17,2021-04-17
256,IOTA,0.0,1,0.5,bear,put,2017-12-08,2018-12-08
257,IOTA,0.0,1,0.5,bull,put,2020-04-17,2021-04-17
258,IOTA,0.0,7,0.5,bear,put,2017-12-08,2018-12-08
259,IOTA,0.0,7,0.5,bull,put,2020-04-17,2021-04-17
260,IOTA,0.0,14,0.5,bear,put,2017-12-08,2018-12-08
261,IOTA,0.0,14,0.5,bull,put,2020-04-17,2021-04-17
262,IOTA,0.0,30,0.5,bear,put,2017-12-08,2018-12-08
263,IOTA,0.0,30,0.5,bull,put,2020-04-17,2021-04-17
264,IOTA,10.0,1,0.5,bear,put,2017-12-08,2018-12-08
265,IOTA,10.0,1,0.5,bull,put,2020-04-17,2021-04-17
266,IOTA,10.0,7,0.5,bear,put,2017-12-08,2018-12-08
267,IOTA,10.0,7,0.5,bull,put,2020-04-17,2021-04-17
268,IOTA,10.0,14,0.5,bear,put,2017-12-08,2018-12-08
269,IOTA,10.0,14,0.5,bull,put,2020-04-17,2021-04-17
270,IOTA,10.0,30,0.5,bear,put,2017-12-08,2018-12-08
